asset_class,gamma,skill,overconfidence,strategy,cagr,cagr_mean,volatility,sharpe,sharpe_p25,sharpe_p75,sortino,max_drawdown,final_multiple,effective_n,turnover,n,beat_risk_only,beat_market_hold,beat_risk_only_cagr,beat_market_hold_cagr
equities,1.2,0.4,2.0,market_hold,0.12306716854170785,0.1049495198569231,0.3366874814448674,0.42907420899583437,0.22398392939148923,0.5363240853411446,0.7176054294318316,-0.4283798073581172,1.5901201847861306,1.0,0.0,40,0.35,0.0,0.375,0.0
equities,1.2,0.4,2.0,risk_only,0.13477479333092202,0.1286509297403245,0.26670308279795807,0.44979510366716813,0.2695294930919465,0.6399254587037934,0.7516994286408649,-0.3696834808299144,1.6575375820884322,4.293553439665313,0.017947018026381822,40,0.0,0.65,0.0,0.625
equities,1.2,0.4,2.0,views_calibrated_conf,0.16141666170482105,0.16535440143735175,0.2553468765283427,0.5923195445157929,0.4012606682746331,0.7059463426316521,1.005028574170749,-0.32592716074216593,1.818430796293911,3.652687660247902,0.3637576848924984,40,0.8,0.8,0.775,0.8
equities,1.2,0.4,2.0,views_full_conf,0.1774450821133251,0.16829452555101318,0.25314459160508607,0.6028328857890977,0.40550617796736227,0.7491245663980257,0.992410595918626,-0.31820246476910863,1.9208132849076116,3.144271071069781,0.4738333225871292,40,0.8,0.8,0.8,0.8
equities,1.2,0.4,2.0,views_stated_conf,0.1768750587079866,0.168609449918861,0.25291591312921535,0.6017746975849526,0.41053125504350063,0.7496712868066185,0.9982156612624034,-0.3174749909726199,1.9171093440411742,3.151614410511473,0.4720430620614258,40,0.8,0.8,0.8,0.8
equities,2.5,0.0,1.0,equal_weight,0.12341059365887486,0.12675011450781187,0.2256558477961915,0.46851391738540443,0.3248717034062219,0.642302409312645,0.784591379980037,-0.2855686051005571,1.5920383947690195,5.999999999999999,0.0,40,0.375,0.7,0.65,0.6
equities,2.5,0.0,1.0,market_hold,0.12306716854170785,0.1049495198569231,0.3366874814448674,0.42907420899583437,0.22398392939148923,0.5363240853411446,0.7176054294318316,-0.4283798073581172,1.5901201847861306,1.0,0.0,40,0.35,0.0,0.425,0.0
equities,2.5,0.0,1.0,risk_only,0.11740432428246439,0.12364178733994573,0.19984527993904155,0.47062474946745003,0.3207605017923386,0.6326784981375307,0.7842543017812129,-0.25486062613292704,1.558296578514101,5.30587539394206,0.014243237221098545,40,0.0,0.65,0.0,0.575
equities,2.5,0.0,1.0,views_calibrated_conf,0.11313465510681997,0.12094473334568105,0.21289414783854468,0.45576426552178295,0.30275631692615473,0.5446219411398857,0.7630476283400891,-0.28182473541225916,1.5346411945617526,4.7320838158895775,0.19068902986955838,40,0.325,0.65,0.35,0.6
equities,2.5,0.0,1.0,views_full_conf,0.11838198874896089,0.12162059358465341,0.2450826476480676,0.4235742940695136,0.2079365737013044,0.5629468026533679,0.6932510385030328,-0.3278992356205671,1.5637893841155974,3.269614387383589,0.47372031590785435,40,0.4,0.6,0.425,0.55
